,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type,variable,motivo
102801,1.0,1.0,1.0,35.0,,80000.0,Departamento,surface_covered,Descartado por dato faltante
102830,2.0,1.0,1.0,64.0,,155500.0,Casa,surface_covered,Descartado por dato faltante
102860,2.0,1.0,1.0,32.0,,59000.0,Departamento,surface_covered,Descartado por dato faltante
102863,2.0,1.0,1.0,48.0,,116000.0,Departamento,surface_covered,Descartado por dato faltante
102870,2.0,1.0,1.0,33.0,,81900.0,Departamento,surface_covered,Descartado por dato faltante
102871,2.0,1.0,1.0,46.0,,135000.0,Departamento,surface_covered,Descartado por dato faltante
102873,2.0,1.0,1.0,44.0,,120000.0,Departamento,surface_covered,Descartado por dato faltante
102878,2.0,1.0,1.0,44.0,,85000.0,Departamento,surface_covered,Descartado por dato faltante
102904,2.0,1.0,1.0,47.0,,128000.0,Departamento,surface_covered,Descartado por dato faltante
102937,2.0,1.0,1.0,59.0,,128000.0,Departamento,surface_covered,Descartado por dato faltante
102940,2.0,1.0,1.0,54.0,,168000.0,Departamento,surface_covered,Descartado por dato faltante
102941,2.0,1.0,1.0,51.0,,135000.0,Departamento,surface_covered,Descartado por dato faltante
102944,2.0,1.0,1.0,40.0,,70000.0,Departamento,surface_covered,Descartado por dato faltante
102946,2.0,1.0,1.0,51.0,,100000.0,Departamento,surface_covered,Descartado por dato faltante
102968,2.0,1.0,1.0,67.0,,92000.0,Departamento,surface_covered,Descartado por dato faltante
102984,3.0,2.0,1.0,71.0,,149500.0,PH,surface_covered,Descartado por dato faltante
102988,3.0,2.0,1.0,61.0,,109900.0,PH,surface_covered,Descartado por dato faltante
102989,3.0,2.0,1.0,62.0,,72000.0,PH,surface_covered,Descartado por dato faltante
102990,3.0,2.0,1.0,61.0,,129000.0,PH,surface_covered,Descartado por dato faltante
102996,3.0,2.0,3.0,163.0,,360000.0,PH,surface_covered,Descartado por dato faltante
103009,3.0,3.0,1.0,135.0,,165000.0,PH,surface_covered,Descartado por dato faltante
103029,3.0,2.0,1.0,52.0,,90000.0,Departamento,surface_covered,Descartado por dato faltante
103064,3.0,2.0,2.0,65.0,,198000.0,Departamento,surface_covered,Descartado por dato faltante
103069,3.0,2.0,1.0,50.0,,130000.0,Departamento,surface_covered,Descartado por dato faltante
103071,3.0,2.0,1.0,74.0,,168000.0,Departamento,surface_covered,Descartado por dato faltante
103073,3.0,2.0,1.0,78.0,,174000.0,Departamento,surface_covered,Descartado por dato faltante
103093,3.0,2.0,2.0,105.0,,278000.0,Departamento,surface_covered,Descartado por dato faltante
103094,3.0,2.0,2.0,80.0,,365000.0,Departamento,surface_covered,Descartado por dato faltante
103108,3.0,2.0,1.0,55.0,,120000.0,Departamento,surface_covered,Descartado por dato faltante
103109,3.0,2.0,1.0,57.0,,115000.0,Departamento,surface_covered,Descartado por dato faltante
103114,3.0,2.0,1.0,59.0,,170000.0,Departamento,surface_covered,Descartado por dato faltante
103116,3.0,2.0,1.0,63.0,,148000.0,Departamento,surface_covered,Descartado por dato faltante
103139,3.0,2.0,1.0,66.0,,165000.0,Departamento,surface_covered,Descartado por dato faltante
103140,3.0,2.0,2.0,79.0,,189000.0,Departamento,surface_covered,Descartado por dato faltante
103141,3.0,2.0,1.0,74.0,,168000.0,Departamento,surface_covered,Descartado por dato faltante
103144,3.0,2.0,2.0,84.0,,162000.0,Departamento,surface_covered,Descartado por dato faltante
103145,3.0,2.0,2.0,85.0,,198000.0,Departamento,surface_covered,Descartado por dato faltante
103147,3.0,2.0,1.0,71.0,,195000.0,Departamento,surface_covered,Descartado por dato faltante
103149,3.0,2.0,1.0,50.0,,45000.0,Departamento,surface_covered,Descartado por dato faltante
103150,3.0,2.0,1.0,58.0,,125000.0,Departamento,surface_covered,Descartado por dato faltante
103151,3.0,2.0,1.0,50.0,,55000.0,Departamento,surface_covered,Descartado por dato faltante
103152,3.0,2.0,1.0,60.0,,130000.0,Departamento,surface_covered,Descartado por dato faltante
103153,3.0,2.0,1.0,50.0,,70000.0,Departamento,surface_covered,Descartado por dato faltante
103155,3.0,2.0,1.0,50.0,,59000.0,Departamento,surface_covered,Descartado por dato faltante
103161,3.0,2.0,1.0,66.0,,155000.0,Departamento,surface_covered,Descartado por dato faltante
103171,3.0,2.0,1.0,74.0,,168000.0,Departamento,surface_covered,Descartado por dato faltante
103174,4.0,2.0,2.0,162.0,,120000.0,PH,surface_covered,Descartado por dato faltante
103178,4.0,3.0,3.0,120.0,,250000.0,PH,surface_covered,Descartado por dato faltante
103179,4.0,3.0,2.0,87.0,,203000.0,PH,surface_covered,Descartado por dato faltante
103180,4.0,3.0,2.0,100.0,,285000.0,PH,surface_covered,Descartado por dato faltante
103251,4.0,3.0,2.0,99.0,,325000.0,Departamento,surface_covered,Descartado por dato faltante
103268,4.0,3.0,2.0,84.0,,290000.0,Departamento,surface_covered,Descartado por dato faltante
103290,4.0,3.0,2.0,79.0,,235000.0,Departamento,surface_covered,Descartado por dato faltante
103296,4.0,3.0,2.0,77.0,,100000.0,Departamento,surface_covered,Descartado por dato faltante
103297,4.0,3.0,2.0,77.0,,100000.0,Departamento,surface_covered,Descartado por dato faltante
103298,4.0,3.0,1.0,50.0,,57000.0,Departamento,surface_covered,Descartado por dato faltante
103304,4.0,3.0,2.0,92.0,,158000.0,Departamento,surface_covered,Descartado por dato faltante
103349,5.0,4.0,3.0,184.0,,579000.0,Departamento,surface_covered,Descartado por dato faltante
103350,6.0,4.0,3.0,160.0,,180000.0,PH,surface_covered,Descartado por dato faltante
104685,3.0,2.0,1.0,69.0,,175000.0,PH,surface_covered,Descartado por dato faltante
104690,3.0,2.0,1.0,67.0,,123000.0,PH,surface_covered,Descartado por dato faltante
105000,3.0,2.0,1.0,87.0,,188500.0,Departamento,surface_covered,Descartado por dato faltante
105718,4.0,3.0,1.0,80.0,,240000.0,Departamento,surface_covered,Descartado por dato faltante
106235,2.0,1.0,1.0,32.0,,80000.0,Departamento,surface_covered,Descartado por dato faltante
107583,1.0,0.0,1.0,37.0,,78000.0,Departamento,surface_covered,Descartado por dato faltante
108733,5.0,4.0,3.0,220.0,,560000.0,Casa,surface_covered,Descartado por dato faltante
109615,3.0,2.0,2.0,58.0,,180000.0,Departamento,surface_covered,Descartado por dato faltante
110516,3.0,2.0,1.0,48.0,,125000.0,Departamento,surface_covered,Descartado por dato faltante
110579,3.0,2.0,1.0,58.0,,179000.0,Departamento,surface_covered,Descartado por dato faltante
110734,3.0,2.0,1.0,71.0,,129000.0,Departamento,surface_covered,Descartado por dato faltante
110860,3.0,2.0,1.0,78.0,,190000.0,Departamento,surface_covered,Descartado por dato faltante
111039,4.0,3.0,1.0,130.0,,220000.0,Departamento,surface_covered,Descartado por dato faltante
111168,4.0,3.0,2.0,80.0,,360000.0,Departamento,surface_covered,Descartado por dato faltante
111305,4.0,3.0,2.0,153.0,,250000.0,Departamento,surface_covered,Descartado por dato faltante
111306,4.0,3.0,2.0,153.0,,250000.0,Departamento,surface_covered,Descartado por dato faltante
111429,4.0,3.0,2.0,153.0,,250000.0,Departamento,surface_covered,Descartado por dato faltante
111467,4.0,3.0,1.0,72.0,,78500.0,PH,surface_covered,Descartado por dato faltante
111610,5.0,4.0,2.0,189.0,,298900.0,PH,surface_covered,Descartado por dato faltante
111669,1.0,1.0,1.0,18.0,,75000.0,Departamento,surface_covered,Descartado por dato faltante
112026,1.0,0.0,1.0,38.0,,135000.0,Departamento,surface_covered,Descartado por dato faltante
112027,1.0,0.0,1.0,21.0,,75000.0,Departamento,surface_covered,Descartado por dato faltante
112323,4.0,3.0,2.0,165.0,,850000.0,Departamento,surface_covered,Descartado por dato faltante
112351,5.0,4.0,2.0,170.0,,850000.0,Departamento,surface_covered,Descartado por dato faltante
112377,2.0,1.0,1.0,40.0,,105000.0,Departamento,surface_covered,Descartado por dato faltante
112399,2.0,1.0,1.0,34.0,,90000.0,Departamento,surface_covered,Descartado por dato faltante
112400,2.0,1.0,2.0,56.0,,195000.0,Departamento,surface_covered,Descartado por dato faltante
112416,2.0,1.0,2.0,40.0,,100000.0,Departamento,surface_covered,Descartado por dato faltante
112478,4.0,3.0,3.0,165.0,,295000.0,PH,surface_covered,Descartado por dato faltante
112552,2.0,1.0,1.0,38.0,,115000.0,Departamento,surface_covered,Descartado por dato faltante
116861,2.0,1.0,1.0,40.0,,90000.0,Departamento,surface_covered,Descartado por dato faltante
117037,4.0,3.0,2.0,140.0,,135000.0,PH,surface_covered,Descartado por dato faltante
117039,4.0,3.0,1.0,85.0,,140000.0,PH,surface_covered,Descartado por dato faltante
117323,3.0,2.0,2.0,76.0,,260000.0,Departamento,surface_covered,Descartado por dato faltante
117399,4.0,3.0,3.0,110.0,,265000.0,Departamento,surface_covered,Descartado por dato faltante
118313,7.0,7.0,3.0,285.0,,300000.0,Casa,surface_covered,Descartado por dato faltante
118712,2.0,1.0,1.0,38.0,,99000.0,Departamento,surface_covered,Descartado por dato faltante
118718,3.0,2.0,1.0,74.0,,105000.0,PH,surface_covered,Descartado por dato faltante
120557,2.0,1.0,1.0,50.0,,140000.0,Departamento,surface_covered,Descartado por dato faltante
120558,2.0,1.0,1.0,50.0,,140000.0,Departamento,surface_covered,Descartado por dato faltante
120561,2.0,1.0,1.0,50.0,,140000.0,Departamento,surface_covered,Descartado por dato faltante
120588,2.0,1.0,1.0,35.0,,89000.0,Departamento,surface_covered,Descartado por dato faltante
120766,2.0,1.0,1.0,50.0,,130000.0,Departamento,surface_covered,Descartado por dato faltante
120970,4.0,2.0,2.0,82.0,,239000.0,Departamento,surface_covered,Descartado por dato faltante
121148,3.0,2.0,2.0,80.0,,152000.0,Departamento,surface_covered,Descartado por dato faltante
121381,5.0,3.0,4.0,170.0,,750000.0,Departamento,surface_covered,Descartado por dato faltante
121457,4.0,3.0,2.0,160.0,,310000.0,Departamento,surface_covered,Descartado por dato faltante
125568,2.0,1.0,1.0,42.0,,120000.0,Departamento,surface_covered,Descartado por dato faltante
126830,3.0,2.0,2.0,67.0,,225000.0,Departamento,surface_covered,Descartado por dato faltante
127755,2.0,1.0,1.0,50.0,,140000.0,Departamento,surface_covered,Descartado por dato faltante
127757,2.0,1.0,1.0,50.0,,140000.0,Departamento,surface_covered,Descartado por dato faltante
127759,2.0,1.0,1.0,50.0,,140000.0,Departamento,surface_covered,Descartado por dato faltante
127788,3.0,2.0,1.0,117.0,,203000.0,Departamento,surface_covered,Descartado por dato faltante
127789,3.0,2.0,1.0,117.0,,203000.0,Departamento,surface_covered,Descartado por dato faltante
127790,4.0,3.0,2.0,102.0,,242000.0,Departamento,surface_covered,Descartado por dato faltante
127791,1.0,1.0,1.0,49.0,,115000.0,Departamento,surface_covered,Descartado por dato faltante
127792,1.0,1.0,1.0,49.0,,115000.0,Departamento,surface_covered,Descartado por dato faltante
127793,4.0,3.0,1.0,84.0,,195000.0,Departamento,surface_covered,Descartado por dato faltante
127794,3.0,2.0,1.0,48.0,,138000.0,Departamento,surface_covered,Descartado por dato faltante
127795,3.0,2.0,1.0,48.0,,149000.0,Departamento,surface_covered,Descartado por dato faltante
127796,3.0,2.0,1.0,67.0,,180000.0,Departamento,surface_covered,Descartado por dato faltante
127797,4.0,3.0,2.0,102.0,,287000.0,Departamento,surface_covered,Descartado por dato faltante
127798,4.0,3.0,2.0,102.0,,287000.0,Departamento,surface_covered,Descartado por dato faltante
127799,3.0,2.0,1.0,48.0,,138000.0,Departamento,surface_covered,Descartado por dato faltante
127800,4.0,3.0,1.0,85.0,,248000.0,Departamento,surface_covered,Descartado por dato faltante
127801,4.0,3.0,1.0,83.0,,199000.0,Departamento,surface_covered,Descartado por dato faltante
127802,4.0,3.0,1.0,130.0,,369000.0,Departamento,surface_covered,Descartado por dato faltante
127803,4.0,3.0,1.0,130.0,,369000.0,Departamento,surface_covered,Descartado por dato faltante
127804,1.0,1.0,1.0,35.0,,115000.0,Departamento,surface_covered,Descartado por dato faltante
127805,3.0,2.0,2.0,73.0,,285000.0,Departamento,surface_covered,Descartado por dato faltante
127806,1.0,1.0,1.0,49.0,,128000.0,Departamento,surface_covered,Descartado por dato faltante
127807,4.0,3.0,2.0,82.0,,259000.0,Departamento,surface_covered,Descartado por dato faltante
127808,4.0,3.0,1.0,83.0,,199000.0,Departamento,surface_covered,Descartado por dato faltante
127809,1.0,1.0,1.0,37.0,,106000.0,Departamento,surface_covered,Descartado por dato faltante
127810,2.0,1.0,1.0,75.0,,185000.0,Departamento,surface_covered,Descartado por dato faltante
127811,2.0,1.0,1.0,75.0,,185000.0,Departamento,surface_covered,Descartado por dato faltante
127812,1.0,1.0,1.0,37.0,,110000.0,Departamento,surface_covered,Descartado por dato faltante
127813,2.0,1.0,1.0,52.0,,105000.0,Departamento,surface_covered,Descartado por dato faltante
127814,1.0,1.0,1.0,24.0,,52000.0,Departamento,surface_covered,Descartado por dato faltante
127815,4.0,3.0,2.0,102.0,,242000.0,Departamento,surface_covered,Descartado por dato faltante
127816,4.0,3.0,2.0,102.0,,242000.0,Departamento,surface_covered,Descartado por dato faltante
127817,2.0,1.0,1.0,43.0,,78000.0,Departamento,surface_covered,Descartado por dato faltante
127818,2.0,1.0,1.0,43.0,,78000.0,Departamento,surface_covered,Descartado por dato faltante
127819,1.0,1.0,2.0,36.0,,99000.0,Departamento,surface_covered,Descartado por dato faltante
127820,2.0,1.0,1.0,50.0,,108000.0,Departamento,surface_covered,Descartado por dato faltante
127821,1.0,1.0,1.0,31.0,,47000.0,Departamento,surface_covered,Descartado por dato faltante
127822,1.0,1.0,1.0,37.0,,108000.0,Departamento,surface_covered,Descartado por dato faltante
127900,2.0,1.0,1.0,50.0,,130000.0,Departamento,surface_covered,Descartado por dato faltante
127917,4.0,2.0,2.0,82.0,,239000.0,Departamento,surface_covered,Descartado por dato faltante
127918,5.0,3.0,4.0,170.0,,750000.0,Departamento,surface_covered,Descartado por dato faltante
127919,2.0,1.0,1.0,35.0,,89000.0,Departamento,surface_covered,Descartado por dato faltante
127930,4.0,3.0,2.0,160.0,,310000.0,Departamento,surface_covered,Descartado por dato faltante
127931,3.0,2.0,2.0,80.0,,152000.0,Departamento,surface_covered,Descartado por dato faltante
129981,2.0,1.0,1.0,40.0,,75000.0,Departamento,surface_covered,Descartado por dato faltante
130133,4.0,3.0,1.0,140.0,,250000.0,PH,surface_covered,Descartado por dato faltante
130206,1.0,1.0,1.0,34.0,,72000.0,Departamento,surface_covered,Descartado por dato faltante
130315,2.0,1.0,1.0,54.0,,82000.0,PH,surface_covered,Descartado por dato faltante
131088,3.0,2.0,1.0,55.0,,95000.0,Departamento,surface_covered,Descartado por dato faltante
131110,3.0,2.0,2.0,78.0,,197000.0,Departamento,surface_covered,Descartado por dato faltante
131802,4.0,3.0,3.0,190.0,,850000.0,Departamento,surface_covered,Descartado por dato faltante
131809,4.0,3.0,1.0,53.0,,145000.0,Departamento,surface_covered,Descartado por dato faltante
131943,5.0,4.0,3.0,170.0,,380000.0,Casa,surface_covered,Descartado por dato faltante
131952,5.0,3.0,4.0,635.0,,560000.0,Casa,surface_covered,Descartado por dato faltante
132128,6.0,3.0,2.0,140.0,,450000.0,Departamento,surface_covered,Descartado por dato faltante
133436,2.0,1.0,1.0,34.0,,70000.0,Departamento,surface_covered,Descartado por dato faltante
134195,3.0,2.0,1.0,90.0,,175000.0,Departamento,surface_covered,Descartado por dato faltante
134497,4.0,3.0,3.0,140.0,,310000.0,Departamento,surface_covered,Descartado por dato faltante
134674,1.0,0.0,1.0,28.0,,52000.0,Departamento,surface_covered,Descartado por dato faltante
134911,3.0,2.0,1.0,46.0,,70000.0,Departamento,surface_covered,Descartado por dato faltante
135148,2.0,1.0,1.0,35.0,,89000.0,Departamento,surface_covered,Descartado por dato faltante
135149,2.0,1.0,1.0,35.0,,89000.0,Departamento,surface_covered,Descartado por dato faltante
135150,1.0,1.0,1.0,35.0,,90000.0,Departamento,surface_covered,Descartado por dato faltante
145420,2.0,1.0,1.0,73.0,,235000.0,Departamento,surface_covered,Descartado por dato faltante
145578,4.0,3.0,2.0,147.0,,450000.0,Departamento,surface_covered,Descartado por dato faltante
145589,4.0,3.0,2.0,153.0,,250000.0,Departamento,surface_covered,Descartado por dato faltante
145590,4.0,3.0,1.0,73.0,,240000.0,Departamento,surface_covered,Descartado por dato faltante
145595,4.0,3.0,1.0,92.0,,190000.0,Departamento,surface_covered,Descartado por dato faltante
145596,4.0,3.0,3.0,286.0,,1800000.0,Departamento,surface_covered,Descartado por dato faltante
145610,4.0,4.0,1.0,162.0,,395000.0,Casa,surface_covered,Descartado por dato faltante
145619,5.0,4.0,6.0,200.0,,750000.0,Departamento,surface_covered,Descartado por dato faltante
145625,6.0,5.0,3.0,257.0,,690000.0,Departamento,surface_covered,Descartado por dato faltante
12443,2.0,1.0,1.0,13.0,52.0,98000.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
20534,1.0,1.0,1.0,13.0,13.0,39000.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
23369,1.0,1.0,1.0,14.0,14.0,27900.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
28391,1.0,1.0,1.0,13.0,13.0,12000.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
28392,1.0,1.0,1.0,13.0,13.0,12000.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
28393,1.0,1.0,1.0,13.0,13.0,12000.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
28394,1.0,1.0,1.0,13.0,13.0,12000.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
28395,1.0,1.0,1.0,13.0,13.0,12000.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
33085,1.0,1.0,1.0,14.0,14.0,27900.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
33108,1.0,1.0,1.0,14.0,14.0,27900.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
44567,4.0,3.0,2.0,12.0,115.0,275000.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
48635,3.0,1.0,1.0,11.0,60.0,158000.0,PH,surface_covered,Inferior a 15 o superior a 1000
57085,2.0,1.0,1.0,11.0,73.0,161900.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
73182,2.0,1.0,1.0,10.0,45.0,220000.0,PH,surface_covered,Inferior a 15 o superior a 1000
89351,4.0,3.0,2.0,11.0,125.0,476000.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
109366,3.0,2.0,2.0,11.0,63.0,239000.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
115701,1.0,1.0,1.0,14.0,14.0,33000.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
132438,3.0,2.0,1.0,10.0,78.0,160000.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
456,10.0,8.0,4.0,2000.0,1400.0,5000000.0,Casa,surface_covered,Inferior a 15 o superior a 1000
583,2.0,1.0,1.0,5119.0,4685.0,133094.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
996,4.0,3.0,1.0,6845.0,5930.0,210000.0,Departamento,surface_covered,Inferior a 15 o superior a 1000
