,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type,variable,motivo
145427,2.0,1.0,1.0,,,125000.0,Departamento,surface_total,Descartado por dato faltante
145588,4.0,3.0,1.0,,110.0,330000.0,Departamento,surface_total,Descartado por dato faltante
145597,4.0,3.0,2.0,,,259000.0,Departamento,surface_total,Descartado por dato faltante
145608,6.0,4.0,3.0,,250.0,550000.0,Casa,surface_total,Descartado por dato faltante
145609,5.0,4.0,4.0,,,1100000.0,Casa,surface_total,Descartado por dato faltante
722,2.0,1.0,1.0,35.0,,89000.0,Departamento,surface_covered,Descartado por dato faltante
913,3.0,2.0,3.0,165.0,,690000.0,Departamento,surface_covered,Descartado por dato faltante
4085,3.0,2.0,1.0,70.0,,110000.0,Departamento,surface_covered,Descartado por dato faltante
5323,3.0,2.0,1.0,48.0,,82000.0,PH,surface_covered,Descartado por dato faltante
5429,3.0,2.0,1.0,65.0,,163000.0,Departamento,surface_covered,Descartado por dato faltante
6092,3.0,2.0,1.0,67.0,,180000.0,Departamento,surface_covered,Descartado por dato faltante
7648,5.0,4.0,3.0,168.0,,650000.0,Departamento,surface_covered,Descartado por dato faltante
9914,2.0,1.0,1.0,42.0,,110000.0,Departamento,surface_covered,Descartado por dato faltante
9915,3.0,2.0,1.0,60.0,,110000.0,PH,surface_covered,Descartado por dato faltante
10059,2.0,1.0,2.0,53.0,,90000.0,Departamento,surface_covered,Descartado por dato faltante
12245,2.0,1.0,1.0,50.0,,120000.0,Departamento,surface_covered,Descartado por dato faltante
12294,3.0,2.0,1.0,60.0,,160000.0,Departamento,surface_covered,Descartado por dato faltante
14296,3.0,2.0,1.0,59.0,,185000.0,Departamento,surface_covered,Descartado por dato faltante
14309,4.0,3.0,4.0,180.0,,410000.0,Departamento,surface_covered,Descartado por dato faltante
14314,4.0,3.0,2.0,68.0,,199000.0,Departamento,surface_covered,Descartado por dato faltante
14599,3.0,2.0,1.0,52.0,,110000.0,Departamento,surface_covered,Descartado por dato faltante
14774,4.0,3.0,1.0,71.0,,130000.0,Departamento,surface_covered,Descartado por dato faltante
14781,4.0,3.0,1.0,124.0,,140000.0,PH,surface_covered,Descartado por dato faltante
14822,4.0,3.0,2.0,214.0,,245000.0,PH,surface_covered,Descartado por dato faltante
14845,5.0,4.0,3.0,162.0,,540000.0,Departamento,surface_covered,Descartado por dato faltante
15052,2.0,1.0,1.0,59.0,,225000.0,Departamento,surface_covered,Descartado por dato faltante
15504,6.0,4.0,2.0,168.0,,225000.0,Departamento,surface_covered,Descartado por dato faltante
15899,2.0,1.0,1.0,78.0,,142000.0,Casa,surface_covered,Descartado por dato faltante
16050,4.0,3.0,3.0,100.0,,160000.0,Departamento,surface_covered,Descartado por dato faltante
17090,2.0,1.0,1.0,50.0,,178000.0,Departamento,surface_covered,Descartado por dato faltante
18357,2.0,1.0,1.0,45.0,,115000.0,Departamento,surface_covered,Descartado por dato faltante
18596,3.0,2.0,1.0,75.0,,145000.0,Departamento,surface_covered,Descartado por dato faltante
19155,2.0,1.0,1.0,51.0,,129000.0,Departamento,surface_covered,Descartado por dato faltante
19202,4.0,3.0,2.0,230.0,,560000.0,Casa,surface_covered,Descartado por dato faltante
19247,1.0,1.0,1.0,49.0,,115000.0,Departamento,surface_covered,Descartado por dato faltante
19248,1.0,1.0,1.0,49.0,,115000.0,Departamento,surface_covered,Descartado por dato faltante
19262,1.0,1.0,1.0,49.0,,128000.0,Departamento,surface_covered,Descartado por dato faltante
19263,1.0,1.0,1.0,35.0,,115000.0,Departamento,surface_covered,Descartado por dato faltante
19273,1.0,1.0,1.0,37.0,,106000.0,Departamento,surface_covered,Descartado por dato faltante
19274,1.0,1.0,1.0,37.0,,110000.0,Departamento,surface_covered,Descartado por dato faltante
19275,2.0,1.0,1.0,75.0,,185000.0,Departamento,surface_covered,Descartado por dato faltante
19276,2.0,1.0,1.0,75.0,,185000.0,Departamento,surface_covered,Descartado por dato faltante
19292,2.0,1.0,1.0,52.0,,105000.0,Departamento,surface_covered,Descartado por dato faltante
19301,1.0,1.0,1.0,24.0,,52000.0,Departamento,surface_covered,Descartado por dato faltante
19308,2.0,1.0,1.0,43.0,,78000.0,Departamento,surface_covered,Descartado por dato faltante
19309,2.0,1.0,1.0,43.0,,78000.0,Departamento,surface_covered,Descartado por dato faltante
19311,2.0,1.0,1.0,50.0,,108000.0,Departamento,surface_covered,Descartado por dato faltante
19312,1.0,1.0,2.0,36.0,,99000.0,Departamento,surface_covered,Descartado por dato faltante
19316,1.0,1.0,1.0,31.0,,47000.0,Departamento,surface_covered,Descartado por dato faltante
19318,1.0,1.0,1.0,37.0,,108000.0,Departamento,surface_covered,Descartado por dato faltante
19337,3.0,2.0,1.0,117.0,,203000.0,Departamento,surface_covered,Descartado por dato faltante
19338,3.0,2.0,1.0,117.0,,203000.0,Departamento,surface_covered,Descartado por dato faltante
19355,3.0,2.0,1.0,67.0,,180000.0,Departamento,surface_covered,Descartado por dato faltante
19356,3.0,2.0,1.0,48.0,,138000.0,Departamento,surface_covered,Descartado por dato faltante
19357,3.0,2.0,1.0,48.0,,149000.0,Departamento,surface_covered,Descartado por dato faltante
19358,3.0,2.0,1.0,48.0,,138000.0,Departamento,surface_covered,Descartado por dato faltante
19379,3.0,2.0,2.0,73.0,,285000.0,Departamento,surface_covered,Descartado por dato faltante
19437,4.0,3.0,2.0,102.0,,242000.0,Departamento,surface_covered,Descartado por dato faltante
19452,4.0,3.0,2.0,102.0,,287000.0,Departamento,surface_covered,Descartado por dato faltante
19453,4.0,3.0,2.0,102.0,,287000.0,Departamento,surface_covered,Descartado por dato faltante
19454,4.0,3.0,1.0,84.0,,195000.0,Departamento,surface_covered,Descartado por dato faltante
19470,4.0,3.0,1.0,130.0,,369000.0,Departamento,surface_covered,Descartado por dato faltante
19471,4.0,3.0,1.0,130.0,,369000.0,Departamento,surface_covered,Descartado por dato faltante
19472,4.0,3.0,2.0,82.0,,259000.0,Departamento,surface_covered,Descartado por dato faltante
19473,4.0,3.0,1.0,83.0,,199000.0,Departamento,surface_covered,Descartado por dato faltante
19474,4.0,3.0,1.0,83.0,,199000.0,Departamento,surface_covered,Descartado por dato faltante
19475,4.0,3.0,1.0,85.0,,248000.0,Departamento,surface_covered,Descartado por dato faltante
19505,4.0,3.0,2.0,102.0,,242000.0,Departamento,surface_covered,Descartado por dato faltante
19506,4.0,3.0,2.0,102.0,,242000.0,Departamento,surface_covered,Descartado por dato faltante
20263,2.0,1.0,1.0,45.0,,225000.0,Departamento,surface_covered,Descartado por dato faltante
20435,4.0,3.0,2.0,190.0,,180000.0,Casa,surface_covered,Descartado por dato faltante
20597,3.0,2.0,1.0,60.0,,179000.0,Departamento,surface_covered,Descartado por dato faltante
20615,3.0,2.0,3.0,98.0,,279000.0,Departamento,surface_covered,Descartado por dato faltante
21197,4.0,3.0,2.0,180.0,,275000.0,Casa,surface_covered,Descartado por dato faltante
21315,2.0,1.0,2.0,33.0,,97100.0,Departamento,surface_covered,Descartado por dato faltante
23610,4.0,3.0,2.0,106.0,,290000.0,Departamento,surface_covered,Descartado por dato faltante
23859,3.0,2.0,1.0,61.0,,145000.0,Departamento,surface_covered,Descartado por dato faltante
27152,3.0,2.0,1.0,137.0,,132000.0,PH,surface_covered,Descartado por dato faltante
27183,3.0,2.0,1.0,50.0,,57000.0,Departamento,surface_covered,Descartado por dato faltante
27494,1.0,1.0,1.0,17.0,,45000.0,Departamento,surface_covered,Descartado por dato faltante
27495,1.0,1.0,1.0,17.0,,45000.0,Departamento,surface_covered,Descartado por dato faltante
27555,3.0,2.0,1.0,55.0,,105000.0,Departamento,surface_covered,Descartado por dato faltante
27571,3.0,2.0,1.0,62.0,,180000.0,Departamento,surface_covered,Descartado por dato faltante
27573,3.0,2.0,1.0,62.0,,180000.0,Departamento,surface_covered,Descartado por dato faltante
27579,4.0,3.0,3.0,195.0,,259000.0,PH,surface_covered,Descartado por dato faltante
27580,4.0,3.0,3.0,195.0,,258000.0,PH,surface_covered,Descartado por dato faltante
27581,4.0,3.0,3.0,195.0,,259000.0,PH,surface_covered,Descartado por dato faltante
27582,4.0,3.0,2.0,98.0,,184000.0,PH,surface_covered,Descartado por dato faltante
27583,4.0,3.0,3.0,195.0,,259000.0,PH,surface_covered,Descartado por dato faltante
27584,4.0,3.0,3.0,195.0,,258000.0,PH,surface_covered,Descartado por dato faltante
27591,4.0,2.0,2.0,202.0,,800000.0,Departamento,surface_covered,Descartado por dato faltante
27592,4.0,3.0,2.0,123.0,,430000.0,Departamento,surface_covered,Descartado por dato faltante
27600,4.0,2.0,2.0,202.0,,800000.0,Departamento,surface_covered,Descartado por dato faltante
27734,2.0,1.0,1.0,49.0,,72000.0,Departamento,surface_covered,Descartado por dato faltante
27928,5.0,4.0,2.0,120.0,,170000.0,Casa,surface_covered,Descartado por dato faltante
28427,2.0,1.0,1.0,44.0,,85000.0,Departamento,surface_covered,Descartado por dato faltante
29296,3.0,2.0,1.0,55.0,,99000.0,Departamento,surface_covered,Descartado por dato faltante
29392,3.0,2.0,1.0,100.0,,90000.0,PH,surface_covered,Descartado por dato faltante
29411,3.0,2.0,1.0,46.0,,69500.0,Departamento,surface_covered,Descartado por dato faltante
32041,3.0,2.0,2.0,80.0,,20000.0,Departamento,surface_covered,Descartado por dato faltante
32061,3.0,2.0,1.0,45.0,,150000.0,Departamento,surface_covered,Descartado por dato faltante
32444,1.0,1.0,1.0,63.0,,136350.0,Departamento,surface_covered,Descartado por dato faltante
32977,3.0,2.0,1.0,55.0,,55000.0,Departamento,surface_covered,Descartado por dato faltante
34315,4.0,3.0,3.0,141.0,,350000.0,Departamento,surface_covered,Descartado por dato faltante
34411,1.0,1.0,1.0,35.0,,115000.0,Departamento,surface_covered,Descartado por dato faltante
35001,3.0,2.0,1.0,86.0,,209000.0,Departamento,surface_covered,Descartado por dato faltante
35294,7.0,6.0,4.0,220.0,,760000.0,Casa,surface_covered,Descartado por dato faltante
35313,2.0,1.0,1.0,49.0,,63000.0,Casa,surface_covered,Descartado por dato faltante
35315,2.0,1.0,2.0,67.0,,144000.0,Casa,surface_covered,Descartado por dato faltante
35460,2.0,1.0,1.0,45.0,,79900.0,Departamento,surface_covered,Descartado por dato faltante
35461,2.0,1.0,1.0,45.0,,144500.0,Departamento,surface_covered,Descartado por dato faltante
35515,2.0,1.0,2.0,74.0,,220000.0,Departamento,surface_covered,Descartado por dato faltante
35676,3.0,2.0,1.0,45.0,,154900.0,Departamento,surface_covered,Descartado por dato faltante
35917,1.0,1.0,1.0,25.0,,46000.0,Departamento,surface_covered,Descartado por dato faltante
36319,3.0,2.0,1.0,52.0,,82000.0,Departamento,surface_covered,Descartado por dato faltante
37311,3.0,3.0,2.0,120.0,,220000.0,Casa,surface_covered,Descartado por dato faltante
37505,4.0,3.0,3.0,86.0,,250000.0,Departamento,surface_covered,Descartado por dato faltante
37527,4.0,3.0,1.0,65.0,,130000.0,Departamento,surface_covered,Descartado por dato faltante
38304,4.0,3.0,2.0,160.0,,730000.0,Departamento,surface_covered,Descartado por dato faltante
38467,3.0,2.0,1.0,60.0,,55000.0,PH,surface_covered,Descartado por dato faltante
38514,3.0,2.0,1.0,75.0,,160000.0,Departamento,surface_covered,Descartado por dato faltante
38727,4.0,3.0,2.0,83.0,,220000.0,Departamento,surface_covered,Descartado por dato faltante
40054,2.0,1.0,1.0,42.0,,94900.0,Departamento,surface_covered,Descartado por dato faltante
40369,2.0,2.0,2.0,37.0,,120000.0,Departamento,surface_covered,Descartado por dato faltante
40375,3.0,2.0,1.0,48.0,,165000.0,Departamento,surface_covered,Descartado por dato faltante
40701,3.0,2.0,1.0,43.0,,92000.0,Departamento,surface_covered,Descartado por dato faltante
40920,1.0,1.0,1.0,41.0,,105000.0,Departamento,surface_covered,Descartado por dato faltante
42830,6.0,4.0,3.0,210.0,,630000.0,Departamento,surface_covered,Descartado por dato faltante
43903,8.0,4.0,2.0,463.0,,300000.0,Departamento,surface_covered,Descartado por dato faltante
45851,3.0,2.0,1.0,60.0,,128000.0,Departamento,surface_covered,Descartado por dato faltante
46311,4.0,3.0,3.0,106.0,,200000.0,Departamento,surface_covered,Descartado por dato faltante
46528,1.0,1.0,1.0,25.0,,72000.0,Departamento,surface_covered,Descartado por dato faltante
46554,2.0,1.0,1.0,42.0,,110000.0,Departamento,surface_covered,Descartado por dato faltante
46865,4.0,2.0,2.0,140.0,,200000.0,PH,surface_covered,Descartado por dato faltante
47188,2.0,1.0,1.0,28.0,,89000.0,Departamento,surface_covered,Descartado por dato faltante
47255,2.0,1.0,1.0,70.0,,117000.0,Departamento,surface_covered,Descartado por dato faltante
48020,2.0,1.0,1.0,42.0,,83000.0,PH,surface_covered,Descartado por dato faltante
48249,3.0,2.0,2.0,62.0,,145000.0,Departamento,surface_covered,Descartado por dato faltante
49428,2.0,1.0,1.0,59.0,,224500.0,Departamento,surface_covered,Descartado por dato faltante
49972,3.0,2.0,1.0,60.0,,120000.0,PH,surface_covered,Descartado por dato faltante
50129,1.0,1.0,1.0,35.0,,70000.0,Departamento,surface_covered,Descartado por dato faltante
50303,4.0,3.0,4.0,266.0,,1600000.0,Departamento,surface_covered,Descartado por dato faltante
51066,1.0,1.0,1.0,21.0,,75000.0,Departamento,surface_covered,Descartado por dato faltante
51826,2.0,1.0,1.0,57.0,,135000.0,Departamento,surface_covered,Descartado por dato faltante
52940,2.0,1.0,1.0,34.0,,74900.0,Departamento,surface_covered,Descartado por dato faltante
52973,2.0,1.0,1.0,40.0,,82000.0,Departamento,surface_covered,Descartado por dato faltante
53301,2.0,1.0,1.0,50.0,,110000.0,PH,surface_covered,Descartado por dato faltante
53310,2.0,1.0,1.0,50.0,,160000.0,Departamento,surface_covered,Descartado por dato faltante
53327,3.0,2.0,2.0,100.0,,135000.0,PH,surface_covered,Descartado por dato faltante
53334,3.0,2.0,1.0,373.0,,230000.0,Casa,surface_covered,Descartado por dato faltante
53923,3.0,2.0,1.0,55.0,,150000.0,Departamento,surface_covered,Descartado por dato faltante
56357,1.0,1.0,1.0,33.0,,75000.0,Departamento,surface_covered,Descartado por dato faltante
56454,2.0,1.0,1.0,35.0,,89000.0,Departamento,surface_covered,Descartado por dato faltante
56621,3.0,2.0,1.0,76.0,,229800.0,Departamento,surface_covered,Descartado por dato faltante
61526,3.0,2.0,3.0,110.0,,365000.0,Departamento,surface_covered,Descartado por dato faltante
61735,2.0,1.0,1.0,44.0,,110000.0,PH,surface_covered,Descartado por dato faltante
61942,3.0,2.0,1.0,70.0,,269000.0,Departamento,surface_covered,Descartado por dato faltante
62153,2.0,1.0,1.0,46.0,,142000.0,Departamento,surface_covered,Descartado por dato faltante
62300,3.0,2.0,3.0,87.0,,350000.0,Departamento,surface_covered,Descartado por dato faltante
62392,4.0,3.0,4.0,165.0,,515000.0,Casa,surface_covered,Descartado por dato faltante
62398,4.0,4.0,2.0,155.0,,315000.0,Casa,surface_covered,Descartado por dato faltante
62600,2.0,1.0,1.0,34.0,,70000.0,Departamento,surface_covered,Descartado por dato faltante
62668,2.0,1.0,1.0,54.0,,58000.0,PH,surface_covered,Descartado por dato faltante
62766,3.0,2.0,1.0,63.0,,169900.0,Departamento,surface_covered,Descartado por dato faltante
62799,3.0,2.0,1.0,49.0,,135000.0,Departamento,surface_covered,Descartado por dato faltante
62914,4.0,3.0,1.0,62.0,,150000.0,Departamento,surface_covered,Descartado por dato faltante
62995,5.0,4.0,4.0,240.0,,825000.0,Departamento,surface_covered,Descartado por dato faltante
63035,7.0,6.0,4.0,305.0,,320000.0,PH,surface_covered,Descartado por dato faltante
63788,2.0,1.0,1.0,45.0,,87000.0,Departamento,surface_covered,Descartado por dato faltante
63796,2.0,1.0,1.0,44.0,,115000.0,Departamento,surface_covered,Descartado por dato faltante
65190,1.0,1.0,1.0,20.0,,65000.0,Departamento,surface_covered,Descartado por dato faltante
65450,2.0,1.0,1.0,40.0,,125000.0,Departamento,surface_covered,Descartado por dato faltante
65856,5.0,3.0,2.0,126.0,,238000.0,Departamento,surface_covered,Descartado por dato faltante
65973,2.0,1.0,1.0,40.0,,108000.0,Departamento,surface_covered,Descartado por dato faltante
66580,4.0,2.0,2.0,140.0,,165000.0,PH,surface_covered,Descartado por dato faltante
66597,3.0,2.0,2.0,100.0,,310000.0,Departamento,surface_covered,Descartado por dato faltante
66739,3.0,2.0,2.0,150.0,,170000.0,Casa,surface_covered,Descartado por dato faltante
68717,4.0,3.0,2.0,110.0,,190000.0,Departamento,surface_covered,Descartado por dato faltante
69135,5.0,3.0,4.0,161.0,,299000.0,PH,surface_covered,Descartado por dato faltante
69464,2.0,1.0,2.0,56.0,,195000.0,Departamento,surface_covered,Descartado por dato faltante
69573,1.0,0.0,1.0,30.0,,115000.0,Departamento,surface_covered,Descartado por dato faltante
69577,1.0,0.0,1.0,44.0,,74400.0,Departamento,surface_covered,Descartado por dato faltante
69581,1.0,0.0,1.0,40.0,,91900.0,Departamento,surface_covered,Descartado por dato faltante
69755,3.0,2.0,1.0,46.0,,69500.0,Departamento,surface_covered,Descartado por dato faltante
69756,3.0,2.0,1.0,46.0,,69500.0,Departamento,surface_covered,Descartado por dato faltante
71522,2.0,1.0,1.0,38.0,,90000.0,Departamento,surface_covered,Descartado por dato faltante
72026,2.0,1.0,1.0,35.0,,110000.0,Departamento,surface_covered,Descartado por dato faltante
72142,3.0,2.0,1.0,52.0,,86000.0,Departamento,surface_covered,Descartado por dato faltante
72714,1.0,1.0,1.0,44.0,,120000.0,Departamento,surface_covered,Descartado por dato faltante
72716,1.0,0.0,1.0,37.0,,78000.0,Departamento,surface_covered,Descartado por dato faltante
72823,2.0,1.0,1.0,40.0,,50000.0,Departamento,surface_covered,Descartado por dato faltante
72966,4.0,3.0,4.0,181.0,,395000.0,Casa,surface_covered,Descartado por dato faltante
73063,1.0,0.0,1.0,21.0,,75000.0,Departamento,surface_covered,Descartado por dato faltante
73116,2.0,1.0,1.0,32.0,,105000.0,Departamento,surface_covered,Descartado por dato faltante
73622,3.0,2.0,1.0,60.0,,145000.0,Departamento,surface_covered,Descartado por dato faltante
73920,2.0,1.0,1.0,105.0,,340000.0,PH,surface_covered,Descartado por dato faltante
73960,2.0,1.0,1.0,65.0,,85000.0,Departamento,surface_covered,Descartado por dato faltante
73978,1.0,1.0,1.0,42.0,,135000.0,Departamento,surface_covered,Descartado por dato faltante
73980,1.0,1.0,1.0,42.0,,135000.0,Departamento,surface_covered,Descartado por dato faltante
74010,2.0,1.0,1.0,46.0,,127000.0,Departamento,surface_covered,Descartado por dato faltante
74110,3.0,2.0,1.0,65.0,,90000.0,Departamento,surface_covered,Descartado por dato faltante
74121,3.0,2.0,1.0,57.0,,163900.0,Departamento,surface_covered,Descartado por dato faltante
74131,3.0,2.0,1.0,57.0,,163900.0,Departamento,surface_covered,Descartado por dato faltante
74139,3.0,2.0,1.0,57.0,,163900.0,Departamento,surface_covered,Descartado por dato faltante
74143,3.0,2.0,1.0,57.0,,163900.0,Departamento,surface_covered,Descartado por dato faltante
74157,3.0,2.0,1.0,96.0,,210000.0,Departamento,surface_covered,Descartado por dato faltante
74255,4.0,3.0,2.0,177.0,,620000.0,Departamento,surface_covered,Descartado por dato faltante
74684,5.0,4.0,2.0,117.0,,285000.0,PH,surface_covered,Descartado por dato faltante
75866,1.0,0.0,1.0,31.0,,69000.0,Departamento,surface_covered,Descartado por dato faltante
76023,3.0,2.0,2.0,75.0,,198000.0,Departamento,surface_covered,Descartado por dato faltante
76225,2.0,1.0,1.0,42.0,,79000.0,PH,surface_covered,Descartado por dato faltante
76226,2.0,1.0,1.0,42.0,,79000.0,PH,surface_covered,Descartado por dato faltante
76407,4.0,3.0,2.0,123.0,,430000.0,Departamento,surface_covered,Descartado por dato faltante
76461,2.0,1.0,1.0,48.0,,185000.0,Departamento,surface_covered,Descartado por dato faltante
76465,2.0,1.0,1.0,53.0,,208000.0,Departamento,surface_covered,Descartado por dato faltante
76482,2.0,1.0,2.0,60.0,,210000.0,Departamento,surface_covered,Descartado por dato faltante
76503,3.0,2.0,1.0,57.0,,146000.0,Departamento,surface_covered,Descartado por dato faltante
76739,3.0,2.0,1.0,20.0,,149000.0,Departamento,surface_covered,Descartado por dato faltante
76824,5.0,4.0,4.0,240.0,,820000.0,Departamento,surface_covered,Descartado por dato faltante
77381,2.0,1.0,1.0,45.0,,95000.0,PH,surface_covered,Descartado por dato faltante
77596,3.0,3.0,2.0,96.0,,265000.0,Departamento,surface_covered,Descartado por dato faltante
78069,6.0,5.0,3.0,234.0,,599000.0,Departamento,surface_covered,Descartado por dato faltante
78071,1.0,0.0,1.0,40.0,,69000.0,PH,surface_covered,Descartado por dato faltante
78191,4.0,3.0,2.0,120.0,,240000.0,Casa,surface_covered,Descartado por dato faltante
78208,4.0,3.0,3.0,120.0,,300000.0,Departamento,surface_covered,Descartado por dato faltante
78212,4.0,3.0,3.0,120.0,,300000.0,Departamento,surface_covered,Descartado por dato faltante
78368,2.0,1.0,1.0,40.0,,105000.0,Departamento,surface_covered,Descartado por dato faltante
78500,3.0,2.0,1.0,54.0,,130000.0,Departamento,surface_covered,Descartado por dato faltante
78525,3.0,2.0,1.0,58.0,,98000.0,Departamento,surface_covered,Descartado por dato faltante
78614,5.0,3.0,2.0,173.0,,250000.0,PH,surface_covered,Descartado por dato faltante
79066,4.0,3.0,3.0,190.0,,1450000.0,Departamento,surface_covered,Descartado por dato faltante
80309,4.0,3.0,5.0,215.0,,1290000.0,Departamento,surface_covered,Descartado por dato faltante
82458,1.0,0.0,1.0,20.0,,77000.0,Departamento,surface_covered,Descartado por dato faltante
82708,6.0,5.0,6.0,335.0,,700000.0,Departamento,surface_covered,Descartado por dato faltante
82773,3.0,2.0,2.0,90.0,,399000.0,Departamento,surface_covered,Descartado por dato faltante
82774,3.0,2.0,2.0,85.0,,370000.0,Departamento,surface_covered,Descartado por dato faltante
82910,2.0,1.0,1.0,40.0,,100000.0,Departamento,surface_covered,Descartado por dato faltante
83075,2.0,1.0,1.0,42.0,,100000.0,Departamento,surface_covered,Descartado por dato faltante
83084,2.0,1.0,1.0,33.0,,76000.0,Departamento,surface_covered,Descartado por dato faltante
83151,4.0,3.0,4.0,148.0,,550000.0,Departamento,surface_covered,Descartado por dato faltante
83650,4.0,3.0,3.0,100.0,,260000.0,Departamento,surface_covered,Descartado por dato faltante
84500,2.0,1.0,1.0,48.0,,118000.0,Departamento,surface_covered,Descartado por dato faltante
84609,2.0,1.0,1.0,43.0,,108000.0,Departamento,surface_covered,Descartado por dato faltante
85128,6.0,5.0,2.0,125.0,,220000.0,Casa,surface_covered,Descartado por dato faltante
85849,2.0,1.0,1.0,50.0,,135000.0,Departamento,surface_covered,Descartado por dato faltante
86889,2.0,1.0,1.0,35.0,,125000.0,Departamento,surface_covered,Descartado por dato faltante
86914,3.0,2.0,2.0,75.0,,200000.0,Departamento,surface_covered,Descartado por dato faltante
87456,3.0,2.0,1.0,100.0,,130000.0,Departamento,surface_covered,Descartado por dato faltante
88166,3.0,2.0,1.0,59.0,,160000.0,Departamento,surface_covered,Descartado por dato faltante
88292,3.0,2.0,1.0,59.0,,80000.0,Departamento,surface_covered,Descartado por dato faltante
88347,2.0,1.0,1.0,38.0,,115000.0,Departamento,surface_covered,Descartado por dato faltante
88348,2.0,1.0,1.0,38.0,,67000.0,Departamento,surface_covered,Descartado por dato faltante
88433,2.0,1.0,1.0,384.0,,70000.0,Casa,surface_covered,Descartado por dato faltante
88731,4.0,3.0,2.0,144.0,,205000.0,PH,surface_covered,Descartado por dato faltante
88883,2.0,1.0,1.0,60.0,,250000.0,Departamento,surface_covered,Descartado por dato faltante
88936,3.0,2.0,3.0,87.0,,350000.0,Departamento,surface_covered,Descartado por dato faltante
89067,2.0,1.0,1.0,50.0,,100000.0,Departamento,surface_covered,Descartado por dato faltante
89068,2.0,1.0,1.0,56.0,,112000.0,Departamento,surface_covered,Descartado por dato faltante
89079,2.0,1.0,1.0,41.0,,99000.0,Departamento,surface_covered,Descartado por dato faltante
89186,3.0,2.0,1.0,50.0,,93000.0,Departamento,surface_covered,Descartado por dato faltante
89205,3.0,2.0,1.0,94.0,,197400.0,Departamento,surface_covered,Descartado por dato faltante
89422,6.0,5.0,5.0,603.0,,2200000.0,Departamento,surface_covered,Descartado por dato faltante
90064,2.0,1.0,1.0,45.0,,225000.0,Departamento,surface_covered,Descartado por dato faltante
90400,1.0,0.0,1.0,36.0,,100000.0,Departamento,surface_covered,Descartado por dato faltante
90417,2.0,1.0,1.0,35.0,,69000.0,Departamento,surface_covered,Descartado por dato faltante
90496,3.0,1.0,1.0,52.0,,179000.0,Departamento,surface_covered,Descartado por dato faltante
91643,3.0,2.0,1.0,60.0,,180000.0,Departamento,surface_covered,Descartado por dato faltante
91870,1.0,0.0,1.0,24.0,,64000.0,Departamento,surface_covered,Descartado por dato faltante
92469,1.0,0.0,1.0,20.0,,77000.0,Departamento,surface_covered,Descartado por dato faltante
92488,2.0,1.0,1.0,35.0,,69000.0,Departamento,surface_covered,Descartado por dato faltante
93140,3.0,2.0,2.0,79.0,,269000.0,Departamento,surface_covered,Descartado por dato faltante
93269,2.0,1.0,1.0,31.0,,68000.0,Departamento,surface_covered,Descartado por dato faltante
93558,2.0,1.0,1.0,37.0,,120000.0,Departamento,surface_covered,Descartado por dato faltante
93599,2.0,1.0,1.0,40.0,,128000.0,Departamento,surface_covered,Descartado por dato faltante
93666,2.0,1.0,1.0,90.0,,369000.0,Departamento,surface_covered,Descartado por dato faltante
93787,3.0,2.0,1.0,61.0,,143000.0,Departamento,surface_covered,Descartado por dato faltante
93800,3.0,2.0,1.0,61.0,,143000.0,Departamento,surface_covered,Descartado por dato faltante
93881,3.0,2.0,1.0,61.0,,143000.0,Departamento,surface_covered,Descartado por dato faltante
93950,3.0,2.0,1.0,61.0,,143000.0,Departamento,surface_covered,Descartado por dato faltante
94144,4.0,3.0,2.0,185.0,,490000.0,Departamento,surface_covered,Descartado por dato faltante
94165,4.0,3.0,1.0,80.0,,220000.0,Departamento,surface_covered,Descartado por dato faltante
94282,5.0,3.0,2.0,279.0,,1200000.0,Departamento,surface_covered,Descartado por dato faltante
96440,3.0,2.0,1.0,65.0,,165000.0,Departamento,surface_covered,Descartado por dato faltante
96444,3.0,2.0,2.0,63.0,,169000.0,Departamento,surface_covered,Descartado por dato faltante
96465,4.0,3.0,3.0,100.0,,320000.0,Departamento,surface_covered,Descartado por dato faltante
96468,5.0,4.0,1.0,95.0,,190000.0,PH,surface_covered,Descartado por dato faltante
96721,2.0,1.0,1.0,54.0,,112000.0,Departamento,surface_covered,Descartado por dato faltante
97306,4.0,2.0,2.0,159.0,,260000.0,Casa,surface_covered,Descartado por dato faltante
97528,2.0,1.0,1.0,43.0,,77000.0,Departamento,surface_covered,Descartado por dato faltante
100625,3.0,2.0,1.0,55.0,,150000.0,Departamento,surface_covered,Descartado por dato faltante
102188,1.0,1.0,1.0,38.0,,120000.0,Departamento,surface_covered,Descartado por dato faltante
102195,1.0,1.0,1.0,41.0,,105000.0,Departamento,surface_covered,Descartado por dato faltante
102196,1.0,1.0,1.0,41.0,,105000.0,Departamento,surface_covered,Descartado por dato faltante
102370,7.0,6.0,3.0,346.0,,200000.0,Casa,surface_covered,Descartado por dato faltante
102473,2.0,1.0,1.0,45.0,,100000.0,Departamento,surface_covered,Descartado por dato faltante
102491,2.0,1.0,2.0,48.0,,156000.0,Departamento,surface_covered,Descartado por dato faltante
102498,2.0,1.0,1.0,38.0,,98000.0,Departamento,surface_covered,Descartado por dato faltante
102771,1.0,1.0,1.0,40.0,,82000.0,Departamento,surface_covered,Descartado por dato faltante
102800,1.0,1.0,1.0,29.0,,80000.0,Departamento,surface_covered,Descartado por dato faltante
